# File Format Version = 2
# File Timestamp = 1/24/2018 10:42:53 AM
# CounterMeasure Version = 1.1.39.30507
# AAE Version = 2.0.16
# Computer Name = UL-1113
# Buffer File Name = C:\Users\UltraLo\AppData\Roaming\XIA LLC\CounterMeasure\Buffers\2018-01-24-093725.51.buf
# Measurement ID = 75
# Data Type = analysis results
# ROI Active = False
# Counter ID = 6577183
# Last Calibration = 7/3/2017 7:00:00 AM
# Event ID,Trigger time (s),Event class,Anode amplitude (ADC),Anode energy (MeV),Anode t0 (microseconds),Anode tS (microseconds),Anode tR (microseconds)

1,0.028,Alpha,2391.84172,4.92429,89.50000,145.18881,155.15707
2,0.412,Alpha,2408.12104,5.09853,78.00000,142.86285,157.07585
3,0.945,Alpha,2309.31354,4.63709,89.00000,144.59646,151.32633
4,1.021,Alpha,2263.41797,4.67266,89.50000,141.05148,150.75062
5,1.469,Alpha,2328.26026,4.48282,89.50000,151.47040,153.26467
6,1.679,Alpha,2228.54155,4.63363,89.50000,140.02733,150.41215
7,1.719,Alpha,2259.74148,4.60980,87.50000,142.14666,150.65698
8,2.056,Alpha,2297.54213,4.56176,91.00000,150.25359,155.92407
9,2.059,Alpha,2453.73467,4.97620,87.50000,148.27214,156.81664
10,2.187,Alpha,2197.60734,4.71738,82.50000,136.66902,151.05873
11,2.332,Alpha,2344.43491,4.80121,89.00000,146.51012,156.05888
12,2.390,Alpha,2254.90102,4.76689,89.00000,140.49118,153.12603
13,2.740,Alpha,2395.19124,4.85740,88.00000,144.55718,152.56789
14,4.848,Alpha,2139.03937,4.42229,88.00000,139.69503,149.29274
15,5.486,Alpha,2264.84101,4.78134,89.50000,140.52746,153.12426
16,6.323,Alpha,3363.59361,7.71524,92.50000,132.89589,153.13656
17,7.677,Alpha,2263.81945,4.51341,86.50000,148.48002,154.75889
18,7.772,Alpha,1730.55991,3.44998,84.50000,145.72276,152.10247
19,8.922,Alpha,2387.21215,4.92978,88.00000,145.52200,156.26517
20,9.120,Alpha,2210.71472,5.06721,89.00000,133.48557,155.93978
21,10.871,Alpha,2169.16719,4.77239,88.00000,134.56370,151.37098
22,11.210,Alpha,2338.78148,4.97483,88.00000,141.03169,154.88385
23,11.476,Alpha,2370.25035,4.71685,90.50000,148.05009,153.75422
24,11.817,Alpha,2376.30342,4.65777,89.50000,150.55371,154.60229
25,12.122,Alpha,2409.00095,4.89202,87.50000,147.96148,156.65513
26,12.263,Alpha,2281.19183,4.69425,87.50000,142.09628,151.68083
27,12.280,MidAir,2086.94432,4.40573,90.00000,137.65584,149.34467
28,13.036,Alpha,2421.20391,5.04995,91.00000,147.23946,159.26834
29,13.098,Alpha,2260.58215,4.62237,88.50000,144.25624,153.24194
30,15.128,MidAir,2301.30273,4.56467,92.00000,145.38150,150.39198
31,15.246,Alpha,2412.51162,5.02604,77.50000,144.95565,157.30382
32,15.958,Alpha,2212.42563,4.60824,92.00000,143.37339,154.17462
33,16.605,Alpha,2367.61584,4.93601,88.00000,146.10808,158.19181
34,16.739,Alpha,2344.12937,4.77846,88.00000,146.69108,155.83667
35,16.978,Alpha,2236.75890,4.59229,91.00000,143.42139,152.52975
36,17.360,Alpha,2140.19928,4.40546,90.50000,141.31818,150.54791
37,19.162,Alpha,2372.66092,4.77510,86.50000,149.46971,157.15283
38,19.428,Alpha,2320.30321,4.67484,88.00000,149.03759,156.67756
39,19.635,Alpha,2417.16712,4.77022,90.50000,149.17967,153.89038
40,19.853,Alpha,2455.86790,4.94132,87.00000,148.27194,155.76621
41,20.132,Alpha,2323.94592,4.70561,89.50000,145.27841,152.97228
42,20.696,Alpha,2425.34399,4.70932,87.50000,149.90096,152.73767
43,21.156,Alpha,2284.79345,4.76475,90.00000,141.79069,152.87428
44,21.341,Alpha,2169.63351,5.10766,91.50000,132.34808,157.69886
45,21.766,Alpha,2269.17032,4.73169,88.00000,141.44073,152.70820
46,21.986,Alpha,2310.28543,4.87566,86.50000,142.38033,155.79531
47,22.801,MidAir,2095.72731,4.46197,90.50000,137.66525,150.30486
48,23.249,Alpha,2293.53697,4.66618,93.00000,148.51654,156.91660
49,23.687,Alpha,2439.28309,5.02826,87.50000,148.85385,159.78304
50,23.884,Alpha,2273.90026,4.65218,91.50000,146.92039,155.83573
51,25.082,Alpha,1362.19148,2.77995,81.50000,139.86864,149.17436
52,26.744,Alpha,2372.88174,4.92951,89.00000,143.08569,154.07562
53,27.199,Alpha,2316.29773,4.60346,86.50000,146.20281,151.75737
54,27.444,Alpha,2491.75301,5.17062,88.50000,147.13580,158.71588
55,27.765,Alpha,2281.26176,4.76648,90.50000,144.79947,156.51969
56,28.100,Alpha,2210.40264,4.62872,84.00000,138.03438,149.36787
57,29.913,Alpha,2515.95691,5.03295,84.50000,147.70984,154.42997
58,30.467,Alpha,1551.37757,3.00131,83.00000,144.67143,147.04813
59,30.516,Alpha,2254.54371,4.68081,87.00000,141.17292,151.81537
60,30.825,Alpha,2337.92569,4.60436,89.50000,148.93623,153.42818
61,31.104,Alpha,2348.39581,4.81724,89.00000,145.91108,155.35388
62,33.405,MidAir,1005.62838,1.91282,67.00000,118.63199,118.91026
63,33.578,Alpha,1982.41496,3.91588,87.00000,148.98347,154.11160
64,34.436,Alpha,2430.22216,4.70647,84.50000,151.67318,154.30011
65,35.061,Alpha,2358.70665,4.72491,88.50000,147.88109,154.45574
66,35.625,Alpha,2241.79828,4.74372,89.50000,140.52370,153.22398
67,36.551,Alpha,2367.89608,4.74220,91.00000,151.77268,158.62863
68,36.643,Alpha,2377.78273,4.77972,87.50000,145.79446,152.82299
69,36.703,Alpha,2240.00826,4.88323,90.50000,137.78190,153.76046
70,37.059,Alpha,2360.09744,4.74393,90.50000,149.94742,157.17629
71,37.636,Alpha,2368.43163,4.79973,91.00000,146.95312,154.73442
72,38.718,Alpha,2324.61590,4.56692,87.00000,146.76515,150.94873
73,39.201,Alpha,2280.70651,4.96962,89.50000,140.21416,157.10481
74,39.315,Alpha,2385.38008,4.79780,89.50000,145.79263,152.76334
75,40.353,Alpha,2422.75630,4.89928,89.00000,147.83820,155.66897
76,41.113,Alpha,2214.10590,4.51741,91.00000,142.87575,151.26366
77,41.533,Alpha,2368.10229,4.69366,90.00000,149.43737,154.83190
78,42.064,Alpha,2402.79963,5.16180,89.50000,139.95099,154.76056
79,42.885,Alpha,2217.40377,4.66897,80.00000,137.68500,149.72572
80,44.618,Alpha,1091.43631,2.26983,54.00000,112.86416,125.23090
81,46.033,MidAir,2047.94750,4.45979,92.00000,136.51277,151.72994
82,46.994,MidAir,2143.20647,4.50825,92.50000,140.67775,152.23014
83,47.157,Alpha,2473.53141,4.84953,88.50000,150.35125,154.43591
84,47.163,Alpha,2284.41911,4.71781,91.50000,145.18504,155.26700
85,48.446,Alpha,2331.33260,4.90922,86.00000,139.67510,151.96945
86,48.832,Alpha,2235.18423,4.75137,87.50000,137.92277,150.90264
87,48.892,Alpha,2338.58550,4.75726,88.50000,146.05978,154.60064
88,49.032,MidAir,2268.56418,4.56023,89.50000,142.76779,149.24143
89,49.935,Alpha,2439.18511,5.01942,88.50000,147.37990,157.95006
90,50.044,Alpha,2418.37137,4.80559,89.00000,147.23799,152.77139
91,51.749,Alpha,1986.08805,4.11312,88.50000,145.24627,156.35447
92,52.457,Alpha,2268.04156,4.76289,91.00000,140.66966,152.12241
93,52.571,Alpha,2208.53724,4.48214,88.50000,148.49180,157.21790
94,52.842,Alpha,2418.34688,4.89357,88.00000,147.10335,155.23468
95,53.068,MidAir,2191.11717,4.15655,93.00000,150.50000,150.50000
96,53.138,Alpha,2122.22083,4.61451,89.00000,136.65445,152.18780
97,53.321,Alpha,2197.55716,4.52125,90.00000,144.22081,153.56815
98,54.067,Alpha,2262.33801,4.81023,93.00000,144.36576,157.73696
99,54.677,Alpha,2354.80858,4.86414,87.50000,145.43891,156.10487
100,54.954,Alpha,2234.00381,4.83471,89.50000,137.51101,152.74369
101,55.433,Alpha,2323.88293,4.77221,88.50000,146.66761,156.72220
102,55.812,Alpha,2419.49579,4.71608,89.00000,149.46939,152.76889
103,55.844,Alpha,2332.50530,4.75411,90.00000,143.63461,151.72822
104,55.982,Alpha,2169.51488,4.87741,90.50000,134.07767,153.31397
105,56.810,Alpha,2390.42309,4.62573,89.00000,150.39547,152.78751
106,58.428,Alpha,2213.24078,4.86064,90.00000,136.11614,152.38042
107,58.524,Alpha,2342.05980,4.90628,88.50000,140.68064,152.39830
108,58.553,Alpha,2369.62637,4.99907,87.50000,140.71007,153.42082
109,58.638,Alpha,2149.13491,4.67073,89.00000,134.84242,149.84598
110,62.552,Alpha,2283.92255,4.45742,86.50000,148.88303,152.32976
111,63.696,Alpha,2336.72185,4.78239,88.00000,144.38321,153.42044
112,64.181,Alpha,2424.46496,5.00949,85.50000,143.38996,153.93694
113,65.157,Alpha,2294.65277,4.86806,89.50000,142.32856,155.67291
114,65.438,Alpha,2177.83337,4.66534,88.00000,137.25859,151.15840
115,66.132,Alpha,2265.30961,4.52605,88.50000,144.35443,150.30898
116,66.603,Alpha,2374.96549,4.81356,89.50000,144.54695,152.37582
117,66.841,Alpha,2352.63707,4.81456,87.00000,143.86123,152.91360
118,67.656,Alpha,2389.55437,4.79164,87.50000,150.50090,157.71680
119,67.751,Alpha,2274.25719,4.96374,89.50000,136.62293,152.28989
120,68.749,Alpha,2510.02395,5.20327,84.50000,145.43398,156.81425
121,68.826,Alpha,2277.71793,4.96410,88.00000,138.60898,155.33087
122,69.289,Alpha,2210.54219,4.58504,90.50000,142.18250,152.54462
123,70.541,Alpha,2267.13352,4.71771,89.00000,142.90946,153.86024
124,70.743,Alpha,2181.06843,4.82579,91.00000,135.92233,153.56874
125,70.947,Alpha,2361.59275,4.66730,89.00000,148.94406,154.07351
126,71.090,Alpha,2449.44004,4.93328,88.50000,146.26132,153.55465
127,71.475,Alpha,2245.34319,4.64712,88.50000,140.14721,150.00934
128,72.132,Alpha,2423.84112,5.02993,87.50000,142.24782,152.95600
129,73.569,Alpha,2439.53214,4.88916,88.00000,147.87475,154.67932
130,73.840,Alpha,2405.54549,4.93047,89.00000,144.66353,153.90783
131,74.498,Alpha,2220.09188,4.60534,94.00000,146.20842,156.33202
132,75.285,Alpha,2466.58845,4.84839,87.50000,150.73814,155.23260
133,77.000,Alpha,2207.23549,4.76905,88.00000,136.20738,150.88503
134,77.415,Alpha,2389.82312,4.87392,87.00000,143.34744,152.06199
135,78.219,Alpha,2071.66972,4.39534,90.50000,139.30238,151.78100
136,78.406,Alpha,2360.75606,4.74756,91.00000,148.59256,155.80224
137,78.416,Alpha,2369.18112,4.75267,90.50000,147.88348,154.65192
138,78.677,Alpha,2076.18295,4.56676,91.00000,136.17915,152.60120
139,78.780,Alpha,2190.65488,4.67328,89.50000,138.53602,152.08618
140,79.294,Alpha,2324.77110,4.98631,88.50000,142.33633,157.62374
141,79.554,Alpha,2258.42982,4.48528,88.50000,149.95971,155.73561
142,81.409,Alpha,2286.95012,4.59299,87.50000,143.84544,150.53142
143,83.060,Alpha,2261.85679,4.74928,87.00000,142.24693,154.67544
144,83.653,Alpha,2439.51991,4.77834,88.00000,151.51692,155.58069
145,84.278,Alpha,2199.33381,4.88156,90.00000,135.47428,153.19157
146,84.757,Alpha,2201.63407,4.66458,90.50000,142.23752,155.30369
147,84.821,Alpha,2100.93049,4.72267,91.00000,134.46164,153.56732
148,85.190,Alpha,2249.06391,4.70957,90.00000,142.34998,153.97239
149,86.125,Alpha,2371.93415,4.74414,90.00000,148.44159,154.94173
150,86.286,Alpha,2408.72061,4.79843,89.50000,148.74062,154.72208
151,86.475,Alpha,1608.44703,3.15830,78.00000,140.74632,145.11313
152,86.612,Alpha,2260.23784,4.43461,92.00000,148.75974,152.69061
153,86.868,Alpha,2290.49876,4.85414,88.00000,138.38030,150.88067
154,87.215,Alpha,2245.22348,4.64828,89.00000,141.36922,151.40752
155,88.400,Alpha,2307.16333,4.90414,88.00000,141.80695,155.91855
156,88.819,Alpha,2212.28227,4.68667,91.50000,141.19673,153.95372
157,88.857,Alpha,2173.82525,4.65283,89.50000,138.39348,152.43095
158,88.911,Alpha,2220.03728,4.57810,88.50000,140.83336,150.25913
159,89.775,Alpha,2185.71835,4.83391,88.50000,136.29837,154.42824
160,90.971,Alpha,2449.82357,5.14477,89.50000,146.43438,159.41027
161,91.678,Alpha,2353.81585,4.68247,87.00000,149.73830,155.78539
162,93.944,MidAir,2158.29859,4.61114,91.00000,137.62397,150.56914
163,96.000,Alpha,2260.89178,4.47786,89.50000,146.75060,151.85802
164,96.455,Alpha,2402.76427,4.81710,89.00000,147.36987,154.07583
165,96.539,Alpha,2404.22314,4.77211,88.50000,149.77187,155.51296
166,96.820,Alpha,2424.05921,4.97275,89.50000,147.26920,156.86976
167,96.834,Alpha,2269.90901,4.66124,90.50000,144.58075,153.92371
168,97.738,Alpha,2181.76883,4.55723,81.50000,138.82032,149.93032
169,98.299,Alpha,2175.28689,4.62661,92.00000,141.17957,154.15870
170,100.097,Alpha,2391.53477,4.72905,89.00000,147.29601,152.22894
171,100.429,Alpha,2257.40992,4.55519,90.00000,144.02010,151.11844
172,102.289,MidAir,3021.44008,7.48814,92.00000,124.04922,150.77572
173,103.114,Alpha,2308.24429,4.59440,89.50000,146.86647,152.63848
174,103.459,Alpha,2217.64544,4.71979,88.50000,136.99733,149.70001
175,103.686,Alpha,2156.76168,4.76544,92.00000,135.70678,152.59533
176,103.974,Alpha,2285.26462,4.66169,86.00000,144.88146,153.79291
177,104.993,Alpha,2314.09981,4.75564,89.50000,144.78451,154.35497
178,106.986,Alpha,2474.67687,5.10213,89.50000,147.40188,157.78460
179,107.390,Alpha,2273.00628,4.77709,87.50000,142.60871,155.32199
180,108.237,Alpha,2215.60116,4.72681,91.50000,140.83913,154.30831
181,110.073,Alpha,2371.30973,4.82883,85.50000,146.26434,155.15244
182,110.574,Alpha,2417.26534,4.94442,88.50000,145.94227,155.08301
183,110.800,Alpha,2512.51960,4.95493,84.50000,150.30700,155.29581
184,110.933,Alpha,2347.80708,4.71655,89.00000,149.38282,156.60792
185,111.180,Alpha,2120.86645,4.25639,88.00000,148.33340,155.49600
186,111.696,Alpha,2390.47929,4.73131,89.50000,148.62045,153.74079
187,112.201,Alpha,2404.63915,4.88450,89.00000,147.04183,155.53464
188,112.312,Alpha,2276.58595,4.82157,86.00000,140.87267,154.29710
189,112.585,Alpha,2244.38293,4.83129,90.00000,138.13827,152.58680
190,112.867,Alpha,2430.76502,4.83170,76.00000,147.03778,152.93286
191,114.283,Alpha,2321.70653,4.95379,88.50000,140.30621,154.37395
192,114.635,Alpha,2180.31885,4.62659,89.50000,140.48434,153.89722
193,114.775,Alpha,2265.31758,4.55801,87.50000,145.33025,152.44097
194,115.544,Alpha,2039.63738,3.95026,85.50000,148.85674,151.43365
195,116.340,Alpha,2333.66143,4.84196,89.50000,144.85632,155.90623
196,116.650,Alpha,2328.15672,4.74425,88.50000,145.89133,154.40304
197,118.207,Alpha,2326.23730,4.77913,90.00000,147.78210,157.92948
198,119.884,Alpha,2195.82572,4.71677,88.00000,138.97591,153.81395
199,120.227,Alpha,2180.96692,4.76568,90.00000,136.23290,152.15721
200,120.643,Alpha,2291.89677,4.63891,90.00000,142.75121,150.02528
201,120.657,Alpha,2279.06955,4.75445,89.50000,141.03884,152.04500
202,120.792,Alpha,2341.42501,4.61123,89.00000,149.98495,154.64044
