# File Format Version = 2
# File Timestamp = 2/2/2018 11:07:08 AM
# CounterMeasure Version = 1.1.39.30507
# AAE Version = 2.0.16
# Computer Name = UL-1113
# Buffer File Name = C:\Users\UltraLo\AppData\Roaming\XIA LLC\CounterMeasure\Buffers\2018-01-31-091054.09.buf
# Measurement ID = 84
# Data Type = analysis results
# ROI Active = False
# Counter ID = 6577183
# Last Calibration = 7/3/2017 7:00:00 AM
# Event ID,Trigger time (s),Event class,Anode amplitude (ADC),Anode energy (MeV),Anode t0 (microseconds),Anode tS (microseconds),Anode tR (microseconds)

113,74.186,Alpha,2170.89816,4.82181,90.93120,138.39918,157.96178
114,74.321,Alpha,2232.43554,4.57923,89.00000,144.42887,154.19855
115,74.648,Alpha,2079.52963,4.54110,88.50000,134.84570,151.07130
116,74.802,Alpha,2272.28874,4.82472,88.00000,141.97958,156.41926
117,75.996,Alpha,2268.12467,5.25020,85.00000,132.51402,157.32339
118,78.349,Alpha,2133.45776,4.41343,91.02438,144.95188,155.68368
119,78.437,Sidewall,2428.99534,5.30764,88.00000,138.61012,156.10163
120,78.990,Alpha,2408.22073,4.81689,88.00000,147.77032,154.43924
121,79.223,Alpha,2239.24289,5.08031,81.50000,133.00439,155.39511
122,79.372,Alpha,2090.96087,4.35434,91.85809,148.40764,160.66294
123,79.414,Alpha,2211.04998,4.69192,90.67762,141.28930,154.91303
124,79.853,Alpha,2146.31320,4.73886,87.00000,134.29035,152.13733
125,80.920,Alpha,2302.69378,4.91983,87.00000,143.78752,159.71529
126,83.153,Alpha,2184.48396,4.78343,85.00000,136.11920,153.51729
127,83.769,Alpha,2385.54071,4.88867,87.50000,145.41067,155.33348
128,84.262,Alpha,2245.34763,4.99111,87.00000,138.93212,159.62851
129,84.573,Alpha,2327.03330,5.16301,89.00000,139.03895,159.31456
130,86.594,Alpha,1419.70426,2.87972,80.00000,148.10569,157.85822
131,87.566,Alpha,2265.81975,4.70669,89.00000,143.84392,155.09514
132,87.719,Alpha,2117.25131,4.51791,89.50000,137.50830,151.00000
133,88.965,Alpha,2206.38120,4.74948,87.50000,138.51641,153.80694
134,89.144,Alpha,2258.39169,4.83399,92.00000,144.00659,159.24376
135,89.681,Alpha,2115.83990,4.64946,89.00000,135.02357,152.08784
136,90.598,Alpha,2063.26351,4.58206,90.00000,135.33046,153.74641
137,91.119,Alpha,2071.55857,4.41839,89.50000,136.98150,150.39357
138,95.410,Alpha,2253.91732,5.14547,91.00000,139.49712,163.82923
139,95.598,Alpha,2392.54375,5.12117,83.00000,142.15053,158.22138
140,96.594,Alpha,2232.85840,4.68567,88.50000,141.82015,154.06887
141,96.716,Alpha,2200.31516,5.12172,87.50000,133.51560,159.63017
142,97.375,Alpha,2347.02385,4.82457,86.00000,144.04468,153.97899
143,97.425,Round,1970.86012,4.77196,91.50000,128.69981,156.52939
144,98.817,Alpha,2371.47949,5.14031,84.00000,141.65834,159.61317
145,99.039,Alpha,2181.98668,4.72852,88.50000,137.46855,153.29294
146,99.232,Alpha,2323.40065,5.12367,90.50000,138.71429,157.17313
147,99.779,Alpha,2122.93166,4.91000,89.50000,130.66148,153.42721
148,100.874,Alpha,2154.47531,4.47867,89.00000,142.98925,154.28153
149,101.830,Alpha,2250.63399,4.77610,91.69517,144.54894,158.78191
150,102.931,Alpha,2239.52876,4.77418,91.89322,143.01757,157.45948
151,103.296,Alpha,2329.04904,4.73804,88.50000,146.77535,155.72661
152,103.689,Ceiling,233.17978,0.61471,91.62718,94.42603,98.00000
153,104.346,Alpha,2357.90872,4.89989,85.00000,147.51225,160.05766
154,104.835,Alpha,2325.09430,4.85440,89.00000,142.26551,154.07776
155,104.976,Alpha,2414.04627,5.51666,89.50000,137.79928,162.29732
156,105.417,Alpha,2191.43577,4.92285,89.50000,137.18380,158.33300
157,105.543,Alpha,2086.65174,4.53837,91.50000,137.19981,152.67303
158,107.632,Alpha,2204.63081,4.90127,89.00000,135.52806,154.40420
159,107.634,Alpha,2131.80991,4.95027,89.00000,131.98141,156.48157
160,108.108,Alpha,2198.79292,4.78773,90.50000,138.14678,154.56266
161,108.332,Alpha,2274.32898,5.21673,84.50000,133.77698,157.84070
162,109.360,Alpha,2308.51909,4.94850,86.50000,139.54955,154.55905
163,110.202,Alpha,2283.76386,5.12328,91.00000,134.98339,154.43813
164,110.995,Alpha,2153.58598,4.46837,89.49701,146.80953,158.66775
165,111.253,Alpha,2181.62541,4.43328,91.00000,144.17648,152.32701
166,112.248,Alpha,2203.19403,4.46427,90.50000,144.27574,151.95388
167,112.256,Alpha,2334.28066,4.66980,89.00000,148.16607,154.95707
168,113.275,Alpha,2335.93906,4.82220,89.50000,143.81140,154.24135
169,114.338,Alpha,1872.10076,4.26513,91.74493,135.37070,157.31727
170,115.206,Alpha,2302.83267,5.33304,89.00000,134.42461,159.90570
171,116.885,Alpha,2215.73843,4.95511,92.50000,142.13769,163.68470
172,116.958,Alpha,2113.33524,4.35190,86.00000,145.68674,156.67122
173,117.316,Alpha,2118.77230,4.80550,90.70553,135.68148,157.55468
174,118.443,Alpha,2333.67869,4.76284,88.00000,148.98064,158.88838
175,119.458,Alpha,2228.33308,4.54770,89.42979,144.72498,153.79935
176,119.923,Alpha,2096.82781,4.64834,90.88520,140.44704,160.54899
177,120.083,Alpha,2295.28497,4.80702,85.50000,143.38762,155.91200
178,120.481,Alpha,2399.75181,5.06955,88.00000,143.36254,157.25709
179,121.143,Alpha,2467.24032,5.09982,80.50000,148.20053,160.07237
180,121.684,Alpha,2260.98562,4.75218,88.50000,140.87880,153.42461
181,121.959,Alpha,2285.36953,4.92589,91.39749,141.39036,157.15773
182,122.215,Alpha,2149.82549,4.34690,91.72544,148.83919,156.89557
183,123.696,Alpha,2286.81911,4.85980,79.50000,140.47081,154.87313
184,126.315,Alpha,2103.78891,4.34237,91.37845,142.29869,152.13408
185,126.488,SlowHigh,2533.98898,5.38349,77.50000,148.41254,165.03760
186,126.589,Alpha,2490.96033,5.19359,88.50000,148.45570,161.38027
187,126.876,Alpha,2229.86237,4.78441,88.00000,139.74008,154.69895
188,127.539,Alpha,2165.89418,4.89661,88.50000,135.53257,157.74261
189,127.702,Alpha,2007.44725,4.47194,89.00000,134.40949,153.09911
190,127.884,Alpha,2180.67447,4.83703,90.72507,139.89518,159.93514
191,128.799,Alpha,2198.21736,4.67356,90.50000,141.87413,155.81772
192,129.139,Alpha,2355.49985,5.10803,84.50000,141.55452,159.39657
193,129.763,Alpha,2270.18623,4.97032,89.50000,138.57796,156.38811
194,131.784,Alpha,2421.10731,4.84937,82.50000,147.58936,154.61044
195,131.907,Alpha,2203.60095,4.97180,89.50000,137.07766,158.56918
196,131.953,Alpha,2180.06750,4.80272,90.93800,138.80846,157.22344
197,132.725,Alpha,2189.40137,4.76719,91.03901,140.89662,158.19185
198,133.937,Alpha,2286.53275,5.10154,87.50000,137.12012,157.86830
199,134.259,Alpha,2090.84312,4.61909,89.22950,134.75793,152.69578
200,135.049,SlowHigh,2522.17297,5.49733,78.00000,143.66067,163.46300
201,136.117,Alpha,2316.33848,4.87212,89.50000,142.58460,155.45720
202,136.619,Alpha,2232.00785,4.87578,91.00000,142.92110,161.14503
203,136.645,Alpha,2226.56333,4.75984,93.00000,140.62199,154.42793
204,138.099,Alpha,2216.30590,4.65497,91.35999,141.66177,153.73930
205,138.709,MidAir,1971.95500,4.29589,91.93812,135.50718,150.69035
206,138.865,Alpha,2360.41681,4.94743,89.50000,145.09712,157.92287
207,139.817,Alpha,2333.81842,4.68311,88.50000,149.27115,156.60892
208,140.539,Alpha,2214.82065,4.93756,90.00000,137.58671,157.45024
209,140.658,Alpha,2366.64337,4.98540,89.50000,144.71992,158.40379
210,141.797,Alpha,2404.27336,5.31006,88.50000,140.44519,160.64736
211,143.065,MidAir,2082.88203,4.18003,91.00000,142.57708,148.81771
212,145.116,Alpha,2274.67823,4.95317,89.00000,141.13664,159.05087
213,145.396,Alpha,2237.90764,4.57421,89.50000,147.74284,157.42519
214,145.993,Alpha,2564.68916,5.76953,90.00000,134.71163,154.86811
215,146.169,Alpha,2250.76889,4.84063,90.50000,142.63515,158.69937
216,149.222,Alpha,2498.41069,5.34343,77.50000,142.83951,159.30753
217,149.856,Alpha,2154.98646,4.50371,93.80618,145.56584,157.28395
218,150.741,Alpha,1090.69949,2.06988,58.00000,121.70290,121.75223
219,151.827,Alpha,2429.88916,5.28506,89.00000,144.27352,163.06875
220,152.115,Alpha,1469.91259,2.95036,81.85305,143.01276,150.55420
221,153.441,Alpha,2139.20155,4.74065,89.00000,135.50704,153.68805
222,154.117,Alpha,2347.34118,4.77904,88.50000,148.03970,157.42224
223,154.654,Alpha,2301.84041,4.83575,89.50000,145.46467,158.68118
224,155.801,Alpha,2297.34605,4.65603,89.00000,148.04598,156.60135
225,156.463,Alpha,2166.04076,4.71241,89.50000,139.09440,156.10832
226,157.913,Alpha,2308.62316,4.87893,92.50000,145.35604,158.93462
227,158.000,Alpha,2189.78333,4.71024,91.00000,140.40209,155.66476
228,158.492,Alpha,2176.74113,5.01823,89.50000,133.28200,157.15462
229,158.801,Alpha,2395.15821,4.97531,87.00000,146.70593,158.56963
230,159.000,Alpha,2368.41324,5.19095,89.50000,142.26268,161.22297
231,161.215,Alpha,2214.04891,4.93611,88.00000,135.03159,154.23997
232,162.113,Alpha,2132.32970,4.81976,87.50000,132.94510,153.58289
233,162.270,Alpha,2302.50467,5.05874,87.00000,137.19397,155.33199
234,162.804,Alpha,2262.29886,4.81560,91.00000,143.36419,157.90974
235,163.551,Alpha,2271.75675,4.59280,92.50000,149.35280,157.34039
236,164.088,Alpha,2244.83771,4.90703,89.50000,139.56489,157.36746
237,164.309,Alpha,2270.20655,4.88835,91.50000,144.14183,160.57312
238,164.440,Alpha,2384.31092,5.12471,90.30910,142.57519,158.61406
239,164.691,Alpha,2133.41962,4.81776,91.00000,134.77813,155.21600
240,165.235,Alpha,2347.73173,4.87507,88.50000,142.09718,153.07370
241,165.536,Alpha,2086.23436,4.84763,91.21271,132.41650,156.32699
242,165.539,Alpha,2195.16177,4.68353,89.00000,140.39347,154.78616
243,166.268,Alpha,2383.60772,4.85503,87.50000,146.65271,155.88310
244,166.676,Alpha,2235.30555,4.86643,89.39256,141.55224,159.62200
245,166.840,Alpha,2254.10864,4.75120,92.00000,146.43894,159.88902
246,167.004,Alpha,2213.92222,5.00606,88.50000,134.67666,156.10472
247,168.974,Alpha,2287.55099,4.82413,88.00000,142.00408,155.18318
248,169.322,Alpha,2250.17363,4.72287,90.00000,145.81031,159.08077
249,169.408,Alpha,2401.64036,4.94145,89.00000,145.27309,155.44847
250,169.620,Alpha,2265.07212,4.92085,86.00000,138.83513,155.88406
251,169.992,Round,2257.01002,5.30674,91.00000,137.01608,165.85054
252,171.533,Alpha,2196.84843,4.86357,90.00000,138.10364,156.86576
253,171.767,Alpha,2402.47898,5.04165,87.50000,144.33213,157.39764
254,171.810,Alpha,2134.47459,4.61338,90.35184,140.62142,156.90129
255,171.884,Alpha,1592.11359,3.46001,89.62029,142.46595,160.47812
256,172.874,Alpha,2309.50511,4.82272,87.50000,143.74319,156.25396
257,173.206,Alpha,2271.75881,4.90943,80.00000,139.18547,155.53826
258,173.721,Alpha,2380.97162,5.03494,90.50000,145.21237,159.37868
259,174.290,Alpha,2218.55027,4.64481,90.46517,144.77225,157.33202
260,174.312,Alpha,2178.81085,4.82844,89.50000,136.48923,155.38436
261,175.304,Alpha,2166.34119,4.84810,87.00000,136.04333,156.60641
262,175.766,Alpha,2303.22749,4.76640,89.00000,147.39401,158.85751
263,179.164,Alpha,2202.04033,4.73279,91.40333,139.97555,154.87604
264,179.435,Alpha,2191.53186,4.74003,90.50000,139.89676,155.92341
265,179.542,Alpha,2208.57795,4.64070,88.00000,140.56355,152.92320
266,179.684,Alpha,2293.23406,4.67850,85.50000,145.55220,154.65311
267,179.739,Alpha,2187.45406,5.14548,88.00000,132.18847,159.18624
268,180.098,Alpha,2248.31655,4.94964,91.07803,140.88445,159.93022
269,180.225,Alpha,2003.39298,4.45640,90.50000,134.99006,153.18616
270,180.881,Alpha,2338.12288,4.92303,81.50000,143.93610,157.90948
271,181.139,Alpha,2177.17799,4.68086,89.90846,141.29403,157.10736
272,181.375,Alpha,2405.01407,5.05694,89.50000,147.59111,161.57797
273,181.504,Alpha,2055.00072,4.63967,92.41490,136.12525,156.65368
274,182.851,Alpha,2217.21632,4.91366,87.00000,138.70960,158.66536
275,182.940,Alpha,2045.08932,4.66966,88.50000,131.46288,152.80640
276,183.888,Alpha,2233.06357,4.68641,89.00000,139.63888,151.50001
277,184.484,Alpha,2212.65978,4.55025,90.50000,142.66233,152.15284
278,186.250,Alpha,2156.46712,4.88432,90.50000,132.92026,152.91575
279,186.501,Alpha,2312.56371,4.94701,88.50000,143.87892,159.90344
280,186.960,Alpha,2115.46399,4.85105,89.68311,135.12318,159.11020
281,187.699,Alpha,2093.60462,4.13820,91.43439,151.33223,156.57850
282,189.344,Alpha,2077.17148,4.57477,90.25387,138.67313,157.25489
283,190.092,Alpha,2271.43564,4.86465,90.00000,142.75233,158.36600
284,190.394,Alpha,2243.45753,4.80961,90.00000,144.99289,161.38186
285,190.669,Alpha,2396.60876,5.05795,89.00000,142.78814,156.16771
286,190.725,Alpha,2247.48557,4.80327,89.50000,142.95453,158.06042
287,193.757,Alpha,2264.20895,4.70165,89.88722,142.30499,153.26206
288,193.911,Alpha,2296.00916,4.88083,88.50000,140.25533,154.32024
289,194.198,Alpha,2280.89377,4.67794,89.00000,144.03832,153.54060
290,195.302,Alpha,2363.76653,5.01265,88.00000,143.33033,157.73615
291,196.559,Alpha,2215.24465,4.67748,89.00000,145.29479,159.47462
292,197.146,Alpha,2404.15916,4.94207,90.00000,148.86837,159.42400
293,198.114,Alpha,2241.87777,4.71349,91.00000,141.53428,153.72515
294,199.038,Alpha,2274.87906,4.79356,89.50000,144.93225,158.67210
295,199.256,Alpha,2181.57266,4.67579,90.95832,140.34983,155.08988
296,199.362,Alpha,2080.95333,4.49715,89.50000,139.38960,155.35833
297,199.456,Alpha,2296.09004,4.89836,88.50000,145.67291,161.61812
298,200.686,Alpha,2325.95729,4.93959,89.50000,145.32097,160.35832
299,201.508,Alpha,2148.23398,4.88348,83.00000,132.71342,154.28214
300,201.928,Alpha,1926.13136,3.88536,89.85902,148.07497,155.95040
301,202.619,Alpha,2308.90890,4.69984,88.00000,145.94787,154.87402
302,202.649,Alpha,2383.29879,4.76036,84.00000,146.84838,153.41452
303,203.168,Round,2091.85694,5.06257,90.50000,129.44983,158.28824
304,203.274,Alpha,2178.66185,4.78500,91.80671,139.90374,157.92418
305,204.127,Alpha,2247.57468,4.98854,81.00000,136.03798,155.87425
306,204.829,Alpha,2110.78163,4.66371,90.00000,137.08082,155.52090
307,205.643,Alpha,2137.39730,4.59264,92.50000,141.56073,156.40182
308,206.157,Alpha,2330.90752,4.84433,89.50000,145.97158,157.90062
309,207.719,Alpha,2336.63563,4.91601,87.00000,143.86096,157.31934
310,207.754,Alpha,2236.30061,4.78072,90.00000,143.37965,158.67299
311,208.375,Alpha,2125.61858,4.71112,90.44648,137.63988,156.74605
312,209.426,Alpha,2477.33135,4.97334,90.00000,148.37105,155.54363
313,210.457,MidAir,2037.09929,4.31900,92.91945,140.27114,152.89781
314,211.455,Alpha,2295.29707,4.93073,80.00000,138.59499,154.05317
315,211.467,Alpha,2203.23290,4.53615,88.50000,144.80302,155.10486
316,211.829,Alpha,2345.33311,4.96611,88.00000,142.69468,156.59584
317,213.411,Alpha,2177.01239,4.58268,90.00000,141.63270,154.28602
318,213.803,Alpha,2077.23866,4.72734,91.50000,134.86341,156.41618
319,213.985,Alpha,2272.92559,4.69189,89.00000,148.52415,159.90650
320,214.070,Alpha,2416.65202,4.99841,90.28447,148.33989,159.86692
321,214.314,Alpha,1988.26336,4.46062,90.46366,133.15723,152.23752
322,214.334,Alpha,2151.74471,4.94317,91.79775,136.76837,160.82258
323,214.492,Alpha,2049.79545,4.42903,88.97216,144.02180,161.79911
324,214.597,Alpha,2276.05256,5.05434,88.00000,140.99789,162.78276
325,214.767,Alpha,2292.27154,4.93266,88.00000,142.77249,159.35116
326,216.270,Alpha,2170.05858,4.86485,89.50000,134.95488,155.04610
327,216.604,Alpha,2168.72641,4.47533,92.47883,143.16480,152.92327
328,217.484,Alpha,2267.61526,4.68943,83.00000,143.47825,154.49912
329,217.877,Alpha,2208.92062,4.59899,89.00000,145.37045,157.24695
330,219.283,Alpha,2200.15999,4.37814,89.50000,150.18602,156.32824
331,219.652,Alpha,2361.06874,4.98900,89.50000,144.63435,158.51872
332,220.881,Alpha,2172.98772,4.65126,92.00000,141.13566,155.40221
333,221.241,Alpha,2122.11191,4.56990,86.00000,136.18259,150.98386
334,221.816,Alpha,2101.88498,4.63961,92.00000,137.48358,155.06138
335,221.933,Alpha,2454.10562,4.93012,86.50000,147.04382,154.41900
336,222.387,Alpha,2237.49994,4.83741,91.28302,141.97112,158.43027
337,222.427,Alpha,2022.15781,4.52874,89.00000,133.75978,152.92173
338,223.103,Alpha,2269.88180,4.91822,81.50000,137.47841,153.93295
339,223.663,Alpha,2184.15555,4.40391,91.00000,146.92358,154.20327
340,223.745,Alpha,2260.09863,4.57861,91.29613,146.02806,154.00471
341,224.921,Alpha,2381.02659,4.85229,90.50000,148.14889,157.13394
342,225.558,Alpha,2170.04984,4.77615,90.50000,138.01894,155.84316
343,225.629,Alpha,2221.04382,4.80279,89.46536,141.72986,158.73288
344,226.103,Alpha,2231.70007,4.87945,88.50000,137.34129,154.65282
345,226.358,Alpha,2186.72066,4.82781,90.00000,140.25973,159.45755
346,226.522,Alpha,2275.26329,4.59796,91.00000,148.60629,156.55878
347,226.649,Alpha,1923.09089,4.40911,92.50000,133.40175,154.94590
348,227.937,Alpha,2127.73827,4.70411,90.73696,137.57008,156.13879
349,228.287,Alpha,2260.46641,4.71188,90.95759,146.16122,158.26885
350,229.447,Alpha,2419.97715,5.09511,88.50000,144.48896,158.25719
351,229.868,Alpha,2122.22345,4.67662,87.50000,135.52939,153.41661
352,230.244,Alpha,2259.29727,4.72164,86.50000,143.85976,156.44992
353,230.471,Alpha,2237.56186,4.62632,89.00000,146.39987,157.38094
354,231.539,Alpha,2081.96808,4.82937,90.50000,131.42366,154.11672
355,231.961,Alpha,2199.45407,4.87492,91.50000,139.01157,158.23943
356,233.670,Alpha,2058.02345,4.34966,90.75652,140.48478,153.29865
357,234.243,Alpha,2189.26418,4.57422,88.50000,137.98598,148.90300
358,234.781,Alpha,2213.33561,4.53369,94.50000,147.37422,156.48671
359,234.878,Alpha,2229.08922,4.99611,88.00000,136.39283,157.28343
360,235.110,Alpha,2280.66270,4.78054,87.50000,140.62899,152.65199
361,236.936,Round,1145.76624,2.49783,64.50000,119.42023,138.44512
362,237.532,Alpha,2211.45269,4.68667,90.34135,140.71882,154.09118
363,238.295,Alpha,2275.29259,4.98589,87.00000,138.39932,156.68481
