# File Format Version = 2
# File Timestamp = 1/26/2018 11:08:35 AM
# CounterMeasure Version = 1.1.39.30507
# AAE Version = 2.0.16
# Computer Name = UL-1113
# Buffer File Name = C:\Users\UltraLo\AppData\Roaming\XIA LLC\CounterMeasure\Buffers\2018-01-26-090626.33.buf
# Measurement ID = 78
# Data Type = analysis results
# ROI Active = False
# Counter ID = 6577183
# Last Calibration = 7/3/2017 7:00:00 AM
# Event ID,Trigger time (s),Event class,Anode amplitude (ADC),Anode energy (MeV),Anode t0 (microseconds),Anode tS (microseconds),Anode tR (microseconds)

1,0.244,Alpha,2387.16078,4.88650,89.00000,147.33310,157.10453
2,1.138,Alpha,2320.68686,5.02651,82.00000,139.11224,155.94102
3,2.918,Alpha,2562.64916,5.33720,89.50000,142.24360,153.22290
4,3.050,Alpha,2264.33523,4.81969,90.38068,141.80531,156.10277
5,5.296,Alpha,2101.90062,4.83157,89.50000,133.12469,156.13411
6,5.897,Alpha,2402.31585,4.97877,89.00000,146.30982,157.72774
7,6.738,Alpha,2107.37858,4.63137,89.00000,133.50669,149.71883
8,8.011,Alpha,2214.15471,4.47916,90.00000,147.79549,155.97799
9,8.723,Alpha,2161.58337,4.77044,90.70583,136.86984,154.89941
10,9.095,Round,2077.50774,4.99347,90.00000,130.33418,159.60702
11,9.984,Alpha,2321.88074,4.75676,89.50000,145.16546,154.81183
12,10.039,Alpha,2285.31805,5.01128,89.00000,137.11385,154.69726
13,12.678,Alpha,2375.44796,4.78637,87.50000,148.76536,156.69693
14,13.403,Alpha,2348.57703,4.93778,89.50000,148.73550,162.83752
15,16.605,Alpha,2363.02487,4.71236,89.50000,148.91602,155.27577
16,16.860,Alpha,2143.70072,4.53847,90.50000,139.32045,151.96136
17,17.569,Alpha,2436.54349,5.27511,89.50000,143.34786,160.63259
18,21.115,Alpha,2079.33458,4.81571,90.49167,132.48833,156.29869
19,21.595,Alpha,1314.63333,2.64809,84.44603,143.82970,151.65879
20,24.303,Alpha,2333.60528,4.89059,88.00000,146.46758,159.84475
21,24.753,Alpha,2360.92779,4.76119,88.00000,148.14433,156.01953
22,25.001,Alpha,2338.00637,4.83663,89.50000,143.63666,154.27386
23,25.835,Alpha,2348.56580,5.11118,88.00000,140.54572,158.49529
24,25.925,Alpha,2204.90534,4.55302,89.00000,143.21215,153.57239
25,26.854,Alpha,2099.21850,4.77385,86.50000,131.32779,152.38576
26,26.911,Alpha,2113.54435,4.56172,90.36641,139.54412,155.25812
27,26.969,Alpha,2241.70627,4.86236,90.02053,139.16311,155.61777
28,28.073,Alpha,2342.55539,4.73778,90.50000,147.35821,155.29620
29,28.518,Alpha,2223.87262,5.01422,84.00000,134.41538,155.95258
30,28.737,Alpha,2233.29834,4.75740,90.00000,139.50893,153.14811
31,29.741,Alpha,2197.16759,5.03967,90.55485,134.83156,158.24736
32,30.167,Alpha,2149.85676,4.94441,91.69377,133.93876,156.72083
33,30.357,Alpha,2335.17819,4.65487,90.00000,147.34958,153.39999
34,30.543,Alpha,2195.82160,4.32957,91.50000,147.62617,152.19912
35,31.603,Alpha,2069.68479,4.76697,89.00000,132.76755,156.25396
36,31.806,Alpha,2651.72773,5.44237,90.00000,150.12983,160.61145
37,33.011,Alpha,2044.83606,4.71419,90.89188,131.42685,153.66943
38,33.772,Alpha,2251.36405,4.79499,88.00000,140.86142,155.17776
39,33.784,Alpha,2045.65805,4.58920,91.34784,133.87302,152.87218
