# File Format Version = 2
# File Timestamp = 1/23/2018 3:55:56 PM
# CounterMeasure Version = 1.1.39.30507
# AAE Version = 2.0.16
# Computer Name = UL-1113
# Buffer File Name = C:\Users\UltraLo\AppData\Roaming\XIA LLC\CounterMeasure\Buffers\2018-01-23-151047.01.buf
# Measurement ID = 73
# Data Type = analysis results
# ROI Active = False
# Counter ID = 6577183
# Last Calibration = 7/3/2017 7:00:00 AM
# Event ID,Trigger time (s),Event class,Anode amplitude (ADC),Anode energy (MeV),Anode t0 (microseconds),Anode tS (microseconds),Anode tR (microseconds)

306,220.999,Alpha,2160.44241,4.73626,88.00000,135.97164,152.75739
307,221.117,Alpha,2256.46787,4.88860,89.50000,137.43257,152.67084
308,221.592,Alpha,2313.25404,4.81289,87.50000,142.13205,153.12655
309,221.717,Alpha,2230.33387,4.67449,89.50000,139.24397,150.48119
310,221.822,MidAir,2238.35050,4.51767,90.50000,141.53031,148.27442
311,222.565,Alpha,2196.87604,4.63067,89.00000,138.51219,150.43493
312,222.982,Alpha,2425.47481,5.04684,89.00000,142.83666,154.04058
313,223.058,MidAir,2245.38599,4.78937,89.50000,136.52532,149.29673
314,224.450,Alpha,2281.46830,4.67353,88.00000,141.54852,150.42735
315,225.047,Alpha,2866.88736,5.71623,88.50000,147.35800,153.33088
316,225.471,Alpha,2339.54468,4.70473,89.00000,144.10458,150.90398
317,225.557,MidAir,2205.49683,4.72416,91.00000,137.12760,150.38262
318,225.667,Alpha,2239.18156,4.65743,89.00000,140.67221,151.24170
319,227.126,Alpha,2405.19775,4.94982,88.50000,143.20335,152.82897
320,227.368,Alpha,2368.90075,5.17115,79.50000,135.01451,151.44611
321,227.652,Alpha,2391.20375,4.71524,88.50000,151.18971,156.11797
322,228.024,Alpha,2303.70197,4.68559,89.00000,142.04955,149.94693
323,228.706,Alpha,2336.25539,4.84813,87.50000,141.84692,152.30931
324,228.725,Alpha,2263.72279,4.51887,88.50000,145.50787,151.52804
325,229.150,Alpha,2374.38392,4.95263,86.50000,140.43259,151.43387
326,231.797,Alpha,2351.37885,4.91921,88.00000,141.04185,152.34811
327,232.108,Alpha,2352.08562,4.72921,90.50000,148.53315,155.72860
328,232.721,Alpha,2409.72307,4.84599,82.50000,145.22311,152.39555
329,233.422,Alpha,2385.19887,4.87083,86.50000,142.65055,151.33304
330,233.888,Alpha,2542.96858,4.96471,81.50000,149.71893,153.35977
331,234.210,Alpha,2799.85899,5.45418,86.00000,152.96521,156.10143
332,234.572,Alpha,2241.14887,4.56313,89.00000,142.69175,150.75760
333,234.741,MidAir,2156.57178,4.57545,89.50000,136.05181,147.97349
334,235.347,Alpha,2286.71376,4.83520,88.00000,139.04687,151.60375
335,235.870,Alpha,2263.30304,4.78770,90.00000,138.81147,151.10698
336,236.795,Alpha,1807.16770,3.57169,89.50000,148.70175,153.71125
337,236.973,Alpha,2259.95127,4.56485,89.50000,147.40931,155.07881
338,238.591,MidAir,2279.22035,4.67603,90.00000,141.23391,149.95198
339,239.748,Alpha,2422.56784,4.94351,88.00000,142.79936,151.26709
340,240.335,Alpha,2184.25041,4.45021,89.50000,144.60469,153.08088
341,240.599,Alpha,2473.90341,4.90555,88.50000,148.09953,153.48079
342,241.105,Alpha,2154.78477,4.62273,89.00000,137.72449,151.77944
343,242.344,Alpha,2466.92446,4.90402,89.50000,148.48663,154.20422
344,244.242,Alpha,2298.04710,4.67759,91.50000,147.16565,155.62622
345,244.948,Alpha,2417.71393,4.82370,88.00000,148.36604,154.60691
346,247.930,Alpha,2233.29586,4.79903,88.00000,136.50630,150.57376
347,248.673,Alpha,2516.93652,4.98210,82.50000,149.16926,154.56522
348,249.730,Alpha,2377.05756,4.69829,88.00000,147.34516,152.29052
349,250.078,Alpha,2488.87839,5.10062,88.50000,146.16658,155.78970
350,250.488,Alpha,2276.57198,4.65673,88.50000,141.68260,150.28097
351,251.429,Alpha,1667.74546,3.18380,82.50000,144.98362,145.73877
352,251.579,Alpha,2406.39915,4.87501,89.50000,147.45489,155.57689
353,252.415,MidAir,2178.49893,4.64008,92.50000,137.63683,149.89381
354,252.879,Alpha,2328.92970,4.52828,85.00000,150.48212,153.59676
