# File Format Version = 2
# File Timestamp = 1/23/2018 3:57:13 PM
# CounterMeasure Version = 1.1.39.30507
# AAE Version = 2.0.16
# Computer Name = UL-1113
# Buffer File Name = C:\Users\UltraLo\AppData\Roaming\XIA LLC\CounterMeasure\Buffers\2018-01-23-142411.87.buf
# Measurement ID = 72
# Data Type = analysis results
# ROI Active = False
# Counter ID = 6577183
# Last Calibration = 7/3/2017 7:00:00 AM
# Event ID,Trigger time (s),Event class,Anode amplitude (ADC),Anode energy (MeV),Anode t0 (microseconds),Anode tS (microseconds),Anode tR (microseconds)

1,0.760,Alpha,2171.23687,4.77772,81.50000,134.34934,152.10496
2,0.779,Alpha,1993.07905,4.71468,90.50000,128.70552,153.68374
3,1.405,Alpha,2090.45742,4.81222,91.00000,132.19912,154.17289
4,1.927,Alpha,2150.87204,4.51697,87.50000,137.44841,149.00000
5,2.422,Alpha,2256.64375,4.70239,87.50000,139.58242,150.56036
6,2.596,Alpha,2185.19681,4.67877,88.50000,136.76166,150.77272
7,2.636,Alpha,2409.26130,5.13705,89.00000,141.65595,156.35638
8,3.220,Alpha,2340.98166,4.91662,88.50000,142.01763,154.66039
9,3.511,Alpha,2377.39331,5.06532,82.00000,140.35798,155.18226
10,3.879,Alpha,2094.85886,4.39909,87.50000,144.19010,157.37157
11,6.302,Alpha,2387.21848,5.02252,90.00000,143.36755,156.26679
12,6.835,Alpha,2267.64692,4.95809,90.50000,136.15015,152.39418
13,7.088,Alpha,2388.71655,4.95164,89.00000,143.60126,154.68964
14,8.544,Alpha,2231.74330,4.98570,89.50000,136.43197,156.17835
15,9.177,Alpha,2121.76168,4.54068,92.09967,139.01316,152.80137
16,9.715,MidAir,2216.07923,4.50091,89.00000,138.56861,145.98770
17,10.414,Alpha,2190.13364,4.79983,91.84401,137.46782,154.24170
18,11.903,Alpha,2191.38803,5.09226,89.50000,130.77701,154.37070
19,12.271,Alpha,2224.56179,4.99225,89.50000,135.93058,156.40840
20,12.441,Alpha,2113.83955,4.52270,91.50000,138.27402,151.86826
21,13.175,Alpha,2317.93545,4.94821,88.00000,138.98146,153.27209
22,13.469,Alpha,2407.09694,4.98061,89.00000,141.52019,151.67244
23,14.099,Alpha,2241.17795,4.78576,90.50000,138.98052,152.74115
24,14.561,Alpha,2337.92323,4.86668,90.50000,144.51967,155.92798
25,16.713,Alpha,2261.45075,4.72440,89.00000,143.46869,155.72007
26,16.995,Alpha,2325.04534,4.84162,86.50000,142.18231,153.69517
27,17.039,Alpha,2260.76309,5.05682,81.50000,133.54835,153.40882
28,17.280,Alpha,2436.51033,4.98953,88.00000,143.98485,153.34804
29,18.318,MidAir,1999.45578,4.35545,92.00000,135.64541,150.60118
30,19.084,Alpha,2333.60428,5.06270,90.00000,137.50329,153.37880
31,19.990,Alpha,2291.76335,4.83230,92.00000,142.85268,155.40931
32,20.024,Alpha,2238.53317,4.82512,82.00000,135.68387,150.65796
33,20.706,Alpha,2315.73420,4.79630,89.50000,145.20203,156.29278
34,20.999,Alpha,2135.80891,4.99505,88.00000,129.86167,154.70010
35,21.996,Alpha,2278.31518,4.89513,87.50000,136.19259,150.51053
36,22.774,MidAir,2025.69812,4.68315,92.50000,130.64589,151.78473
37,22.831,Alpha,2292.60915,4.98844,89.50000,137.46065,153.89771
38,23.169,Alpha,2233.90364,4.75594,88.50000,139.09282,152.64625
39,23.589,Alpha,2041.17411,4.73572,91.56001,129.88102,151.88189
40,23.610,Alpha,2158.43296,4.46154,88.00000,139.51457,149.30445
41,23.640,Alpha,2173.43184,4.67186,90.63058,137.69809,152.15379
42,23.860,Alpha,2161.21926,4.40769,90.51574,147.90658,157.22536
43,23.891,Alpha,2211.57283,4.56018,88.50000,141.96544,151.80963
44,25.241,Alpha,2148.00126,4.55781,91.00000,141.51403,154.94667
45,25.688,Alpha,2301.40476,4.69778,88.50000,145.96714,155.23782
46,25.958,Alpha,2275.79599,4.65554,82.50000,142.22217,151.45478
47,26.764,MidAir,2066.13308,4.47166,93.00000,137.36168,151.88035
48,26.995,Alpha,2277.53199,4.84949,87.50000,142.67976,157.57959
49,27.047,Alpha,2038.31706,4.39371,89.04467,144.18311,161.58551
