# File Format Version = 2
# File Timestamp = 1/23/2018 1:18:49 PM
# CounterMeasure Version = 1.1.39.30507
# AAE Version = 2.0.16
# Computer Name = UL-1113
# Buffer File Name = C:\Users\UltraLo\AppData\Roaming\XIA LLC\CounterMeasure\Buffers\2018-01-23-123305.20.buf
# Measurement ID = 71
# Data Type = analysis results
# ROI Active = False
# Counter ID = 6577183
# Last Calibration = 7/3/2017 7:00:00 AM
# Event ID,Trigger time (s),Event class,Anode amplitude (ADC),Anode energy (MeV),Anode t0 (microseconds),Anode tS (microseconds),Anode tR (microseconds)

1,1.197,Alpha,2402.36412,4.90532,89.00000,145.32645,154.17295
2,1.249,Alpha,2478.54140,5.01533,85.50000,145.49527,153.32377
3,1.373,Alpha,2241.16274,4.60243,89.50000,142.33999,151.52510
4,2.341,Alpha,2378.09290,4.79444,88.00000,147.91527,155.55205
5,2.624,Alpha,2418.30581,4.90038,83.00000,142.26450,149.95103
6,3.309,Alpha,1632.75694,3.19055,85.00000,144.24580,147.79580
7,3.650,Alpha,2222.42743,4.61074,87.00000,138.26909,148.12423
8,3.958,Alpha,2427.34538,4.94735,90.00000,146.96436,155.78961
9,4.169,Alpha,2396.17363,4.81290,88.50000,145.93968,152.77947
10,4.669,MidAir,2531.61892,5.13643,92.00000,144.07790,151.51528
11,5.218,Alpha,2359.09511,4.85342,88.50000,142.49828,152.06156
12,5.253,Alpha,2377.62988,4.93815,89.00000,142.45156,153.09888
13,5.686,Alpha,2236.64898,4.88150,88.50000,134.23160,149.35965
14,6.011,Sidewall,0.00000,4.55276,,,
15,6.191,MidAir,2181.40555,4.53593,91.00000,140.11813,150.38625
16,6.768,Alpha,2416.96956,4.95646,88.50000,145.21012,154.74528
17,7.160,Alpha,2443.43949,4.99205,89.50000,145.31355,154.15463
18,7.505,Alpha,2305.59088,4.79214,89.50000,142.59509,153.42258
19,8.998,MidAir,2331.44105,4.58406,90.50000,144.94364,148.86328
20,10.832,Alpha,2285.16794,4.56043,89.00000,145.15472,150.96771
21,11.271,Alpha,2214.55853,4.63271,90.50000,141.32167,152.37923
22,12.802,Alpha,2347.49382,4.77047,90.00000,143.99778,151.91881
23,13.231,Alpha,2313.96820,4.82119,90.00000,140.52631,151.08058
24,14.427,Alpha,2166.81534,4.49577,89.50000,139.61259,149.50680
25,14.599,MidAir,2252.91514,4.60125,90.50000,140.70928,148.66722
26,15.345,Alpha,2356.85911,4.73605,91.50000,145.50541,151.96668
27,17.225,MidAir,2476.90701,5.14018,91.00000,138.90475,148.47488
28,18.108,Alpha,2400.40218,4.67857,88.00000,150.05440,153.37439
29,18.730,Alpha,2257.69283,4.83703,89.00000,138.22916,152.17955
30,20.550,Alpha,2437.94514,4.81708,89.00000,148.22826,153.08816
31,20.800,Alpha,2206.58236,4.77069,88.00000,135.86623,150.48457
32,21.835,MidAir,2232.42911,4.51054,89.00000,141.87044,148.83909
33,23.099,Alpha,2267.82999,4.70996,91.00000,141.05093,151.27911
34,23.170,Alpha,2511.02679,5.10892,88.50000,146.29609,154.89808
35,23.315,Alpha,2396.01972,4.97330,89.00000,142.86902,153.55778
36,23.336,MidAir,2200.07497,4.62401,86.50000,135.08057,146.03461
37,24.738,MidAir,2270.25342,4.67405,90.00000,140.27577,149.31363
38,24.922,MidAir,2227.18565,4.54426,90.00000,141.72463,149.94962
39,25.242,Alpha,2424.25527,4.94130,90.00000,145.15463,153.75119
40,25.329,Alpha,2199.76537,4.74687,88.50000,136.46820,151.17653
41,25.542,Alpha,2399.67914,4.78208,88.50000,147.84455,153.88594
42,25.964,Alpha,2377.10465,4.83821,87.50000,145.61231,154.30110
43,27.010,Alpha,2841.10284,5.62033,81.50000,149.75169,154.92884
44,27.206,Alpha,2436.25325,4.85104,85.50000,146.88443,152.85676
45,27.681,Alpha,2109.43616,4.13875,89.50000,148.81702,152.89507
46,29.806,Alpha,2408.40102,4.88674,89.50000,145.17851,153.14180
47,30.503,Alpha,2393.04123,4.66888,87.50000,149.03720,152.42807
48,30.532,Alpha,2358.16672,4.61916,90.00000,148.85287,152.58607
49,30.728,Alpha,2371.96350,4.71911,87.50000,146.18151,151.86771
50,30.745,Alpha,2386.64210,4.89098,89.00000,142.43850,151.34835
51,32.586,MidAir,2144.24377,4.64649,90.00000,134.23665,148.17599
52,33.227,MidAir,2280.28090,4.63741,91.00000,142.72062,150.47190
53,33.410,Alpha,2420.40549,4.76043,88.50000,144.58572,148.64400
